date,ticker,close
2025-01-02,BNP FP Equity,63.686053
2025-01-03,BNP FP Equity,63.802742
2025-01-06,BNP FP Equity,65.205114
2025-01-07,BNP FP Equity,63.332029
2025-01-08,BNP FP Equity,62.89664
2025-01-09,BNP FP Equity,63.361756
2025-01-10,BNP FP Equity,63.057416
2025-01-13,BNP FP Equity,62.893311
2025-01-14,BNP FP Equity,62.459227
2025-01-15,BNP FP Equity,61.188377
2025-01-16,BNP FP Equity,61.4288
2025-01-17,BNP FP Equity,63.400771
2025-01-20,BNP FP Equity,64.496779
2025-01-21,BNP FP Equity,63.422192
2025-01-22,BNP FP Equity,62.685657
2025-01-23,BNP FP Equity,62.623826
2025-01-24,BNP FP Equity,63.07397
2025-01-27,BNP FP Equity,62.114605
2025-01-28,BNP FP Equity,61.052182
2025-01-29,BNP FP Equity,61.383313
2025-01-30,BNP FP Equity,61.55209
2025-01-31,BNP FP Equity,61.128556
2025-02-03,BNP FP Equity,59.897449
2025-02-04,BNP FP Equity,58.791502
2025-02-05,BNP FP Equity,58.392924
2025-02-06,BNP FP Equity,56.728219
2025-02-07,BNP FP Equity,56.617589
2025-02-10,BNP FP Equity,56.122739
2025-02-11,BNP FP Equity,56.430563
2025-02-12,BNP FP Equity,57.810165
2025-02-13,BNP FP Equity,58.163095
2025-02-14,BNP FP Equity,57.290132
2025-02-17,BNP FP Equity,57.736521
2025-02-18,BNP FP Equity,58.444739
2025-02-19,BNP FP Equity,58.224562
2025-02-20,BNP FP Equity,57.317793
2025-02-21,BNP FP Equity,57.249727
2025-02-24,BNP FP Equity,56.311009
2025-02-25,BNP FP Equity,57.22104
2025-02-26,BNP FP Equity,55.46806
2025-02-27,BNP FP Equity,54.81257
2025-02-28,BNP FP Equity,54.680066
2025-03-03,BNP FP Equity,54.216164
2025-03-04,BNP FP Equity,54.32405
2025-03-05,BNP FP Equity,54.827655
2025-03-06,BNP FP Equity,54.388169
2025-03-07,BNP FP Equity,55.443671
2025-03-10,BNP FP Equity,53.987055
2025-03-11,BNP FP Equity,53.813582
2025-03-12,BNP FP Equity,53.763638
2025-03-13,BNP FP Equity,54.049064
2025-03-14,BNP FP Equity,53.95934
2025-03-17,BNP FP Equity,53.336196
2025-03-18,BNP FP Equity,53.036241
2025-03-19,BNP FP Equity,53.524523
2025-03-20,BNP FP Equity,53.948447
2025-03-21,BNP FP Equity,53.379492
2025-03-24,BNP FP Equity,54.95491
2025-03-25,BNP FP Equity,56.937633
2025-03-26,BNP FP Equity,55.7675
2025-03-27,BNP FP Equity,55.997024
2025-03-28,BNP FP Equity,57.744098
2025-03-31,BNP FP Equity,58.464864
2025-04-01,BNP FP Equity,58.296512
2025-04-02,BNP FP Equity,57.9555
2025-04-03,BNP FP Equity,57.522639
2025-04-04,BNP FP Equity,57.613705
2025-04-07,BNP FP Equity,57.459817
2025-04-08,BNP FP Equity,57.691585
2025-04-09,BNP FP Equity,57.319367
2025-04-10,BNP FP Equity,57.159677
2025-04-11,BNP FP Equity,55.764145
2025-04-14,BNP FP Equity,55.553844
2025-04-15,BNP FP Equity,54.923163
2025-04-16,BNP FP Equity,55.049973
2025-04-17,BNP FP Equity,55.908363
2025-04-18,BNP FP Equity,56.170717
2025-04-21,BNP FP Equity,56.390572
2025-04-22,BNP FP Equity,56.65617
2025-04-23,BNP FP Equity,57.203085
2025-04-24,BNP FP Equity,57.020227
2025-04-25,BNP FP Equity,56.757553
2025-04-28,BNP FP Equity,57.534449
2025-04-29,BNP FP Equity,56.705248
2025-04-30,BNP FP Equity,57.604816
2025-05-01,BNP FP Equity,57.256754
2025-05-02,BNP FP Equity,56.717785
2025-05-05,BNP FP Equity,56.345367
2025-05-06,BNP FP Equity,56.22805
2025-05-07,BNP FP Equity,56.464564
2025-05-08,BNP FP Equity,55.897688
2025-05-09,BNP FP Equity,56.873704
2025-05-12,BNP FP Equity,56.244079
2025-05-13,BNP FP Equity,54.894141
2025-05-14,BNP FP Equity,54.401427
2025-05-15,BNP FP Equity,53.188526
2025-05-16,BNP FP Equity,52.833949
2025-05-19,BNP FP Equity,53.646186
