date,ticker,close
2025-01-02,DBK GY Equity,17.705778
2025-01-03,DBK GY Equity,18.016589
2025-01-06,DBK GY Equity,18.460969
2025-01-07,DBK GY Equity,18.145877
2025-01-08,DBK GY Equity,18.012023
2025-01-09,DBK GY Equity,18.215404
2025-01-10,DBK GY Equity,18.297729
2025-01-13,DBK GY Equity,18.974773
2025-01-14,DBK GY Equity,18.753449
2025-01-15,DBK GY Equity,18.845856
2025-01-16,DBK GY Equity,18.553874
2025-01-17,DBK GY Equity,19.129254
2025-01-20,DBK GY Equity,18.976184
2025-01-21,DBK GY Equity,18.334488
2025-01-22,DBK GY Equity,18.292122
2025-01-23,DBK GY Equity,18.33215
2025-01-24,DBK GY Equity,18.737866
2025-01-27,DBK GY Equity,18.557155
2025-01-28,DBK GY Equity,18.39826
2025-01-29,DBK GY Equity,18.446708
2025-01-30,DBK GY Equity,18.716518
2025-01-31,DBK GY Equity,18.659886
2025-02-03,DBK GY Equity,18.827277
2025-02-04,DBK GY Equity,18.99104
2025-02-05,DBK GY Equity,18.950796
2025-02-06,DBK GY Equity,18.964913
2025-02-07,DBK GY Equity,18.754875
2025-02-10,DBK GY Equity,18.495893
2025-02-11,DBK GY Equity,18.808991
2025-02-12,DBK GY Equity,18.441826
2025-02-13,DBK GY Equity,18.588779
2025-02-14,DBK GY Equity,18.838707
2025-02-17,DBK GY Equity,18.750284
2025-02-18,DBK GY Equity,18.496059
2025-02-19,DBK GY Equity,18.542699
2025-02-20,DBK GY Equity,18.604251
2025-02-21,DBK GY Equity,18.808445
2025-02-24,DBK GY Equity,18.961355
2025-02-25,DBK GY Equity,19.180535
2025-02-26,DBK GY Equity,19.020993
2025-02-27,DBK GY Equity,19.128904
2025-02-28,DBK GY Equity,18.721009
2025-03-03,DBK GY Equity,18.822053
2025-03-04,DBK GY Equity,18.861004
2025-03-05,DBK GY Equity,18.856645
2025-03-06,DBK GY Equity,19.073077
2025-03-07,DBK GY Equity,19.354104
2025-03-10,DBK GY Equity,18.599025
2025-03-11,DBK GY Equity,18.549952
2025-03-12,DBK GY Equity,18.315231
2025-03-13,DBK GY Equity,18.665774
2025-03-14,DBK GY Equity,19.260322
2025-03-17,DBK GY Equity,19.11811
2025-03-18,DBK GY Equity,19.187795
2025-03-19,DBK GY Equity,19.099819
2025-03-20,DBK GY Equity,19.262335
2025-03-21,DBK GY Equity,19.405141
2025-03-24,DBK GY Equity,19.827095
2025-03-25,DBK GY Equity,19.662565
2025-03-26,DBK GY Equity,20.07153
2025-03-27,DBK GY Equity,19.808931
2025-03-28,DBK GY Equity,19.860452
2025-03-31,DBK GY Equity,20.24251
2025-04-01,DBK GY Equity,20.334961
2025-04-02,DBK GY Equity,19.997805
2025-04-03,DBK GY Equity,19.785418
2025-04-04,DBK GY Equity,19.738868
2025-04-07,DBK GY Equity,19.810807
2025-04-08,DBK GY Equity,20.030064
2025-04-09,DBK GY Equity,19.633865
2025-04-10,DBK GY Equity,19.822809
2025-04-11,DBK GY Equity,19.811982
2025-04-14,DBK GY Equity,19.909214
2025-04-15,DBK GY Equity,20.043896
2025-04-16,DBK GY Equity,20.581822
2025-04-17,DBK GY Equity,20.771255
2025-04-18,DBK GY Equity,21.029118
2025-04-21,DBK GY Equity,21.146386
2025-04-22,DBK GY Equity,21.702572
2025-04-23,DBK GY Equity,21.304602
2025-04-24,DBK GY Equity,21.667501
2025-04-25,DBK GY Equity,21.571591
2025-04-28,DBK GY Equity,21.568057
2025-04-29,DBK GY Equity,21.255465
2025-04-30,DBK GY Equity,20.661726
2025-05-01,DBK GY Equity,20.415347
2025-05-02,DBK GY Equity,20.216832
2025-05-05,DBK GY Equity,20.354558
2025-05-06,DBK GY Equity,20.059152
2025-05-07,DBK GY Equity,20.520976
2025-05-08,DBK GY Equity,20.58292
2025-05-09,DBK GY Equity,20.564835
2025-05-12,DBK GY Equity,20.332885
2025-05-13,DBK GY Equity,20.200309
2025-05-14,DBK GY Equity,19.881014
2025-05-15,DBK GY Equity,19.788239
2025-05-16,DBK GY Equity,19.668069
2025-05-19,DBK GY Equity,19.651264
2025-05-20,DBK GY Equity,19.111627
2025-05-21,DBK GY Equity,18.860473
2025-05-22,DBK GY Equity,18.605766
2025-05-23,DBK GY Equity,18.610998
2025-05-26,DBK GY Equity,19.146851
2025-05-27,DBK GY Equity,19.526031
2025-05-28,DBK GY Equity,19.330678
2025-05-29,DBK GY Equity,18.839448
2025-05-30,DBK GY Equity,18.4408
2025-06-02,DBK GY Equity,18.014493
2025-06-03,DBK GY Equity,18.208145
2025-06-04,DBK GY Equity,18.007589
2025-06-05,DBK GY Equity,18.082167
2025-06-06,DBK GY Equity,17.933469
2025-06-09,DBK GY Equity,17.866343
2025-06-10,DBK GY Equity,18.213014
2025-06-11,DBK GY Equity,18.05204
2025-06-12,DBK GY Equity,17.92199
2025-06-13,DBK GY Equity,17.743
2025-06-16,DBK GY Equity,17.883819
2025-06-17,DBK GY Equity,17.681276
2025-06-18,DBK GY Equity,17.411989
2025-06-19,DBK GY Equity,17.073612
2025-06-20,DBK GY Equity,16.666489
2025-06-23,DBK GY Equity,16.77501
2025-06-24,DBK GY Equity,17.227504
2025-06-25,DBK GY Equity,16.915986
2025-06-26,DBK GY Equity,17.200296
2025-06-27,DBK GY Equity,17.115278
2025-06-30,DBK GY Equity,16.905731
2025-07-01,DBK GY Equity,16.714155
2025-07-02,DBK GY Equity,16.71664
2025-07-03,DBK GY Equity,16.48168
2025-07-04,DBK GY Equity,17.003725
2025-07-07,DBK GY Equity,16.532403
2025-07-08,DBK GY Equity,16.481736
2025-07-09,DBK GY Equity,16.673402
2025-07-10,DBK GY Equity,16.64459
2025-07-11,DBK GY Equity,16.681503
2025-07-14,DBK GY Equity,16.892722
2025-07-15,DBK GY Equity,16.88799
2025-07-16,DBK GY Equity,16.901031
2025-07-17,DBK GY Equity,17.1633
2025-07-18,DBK GY Equity,16.635687
2025-07-21,DBK GY Equity,16.984957
2025-07-22,DBK GY Equity,17.508742
2025-07-23,DBK GY Equity,17.712666
2025-07-24,DBK GY Equity,17.845862
2025-07-25,DBK GY Equity,17.574596
2025-07-28,DBK GY Equity,17.549721
2025-07-29,DBK GY Equity,17.434682
2025-07-30,DBK GY Equity,17.255841
2025-07-31,DBK GY Equity,17.469273
2025-08-01,DBK GY Equity,17.255508
2025-08-04,DBK GY Equity,17.205744
2025-08-05,DBK GY Equity,16.735233
2025-08-06,DBK GY Equity,16.664958
2025-08-07,DBK GY Equity,16.645339
2025-08-08,DBK GY Equity,16.419318
2025-08-11,DBK GY Equity,16.188368
2025-08-12,DBK GY Equity,16.793313
2025-08-13,DBK GY Equity,16.442688
2025-08-14,DBK GY Equity,16.121793
2025-08-15,DBK GY Equity,15.933381
2025-08-18,DBK GY Equity,16.312465
2025-08-19,DBK GY Equity,16.720601
2025-08-20,DBK GY Equity,16.764096
2025-08-21,DBK GY Equity,16.564624
2025-08-22,DBK GY Equity,16.337076
2025-08-25,DBK GY Equity,16.629646
2025-08-26,DBK GY Equity,16.404425
2025-08-27,DBK GY Equity,16.750754
2025-08-28,DBK GY Equity,17.037755
2025-08-29,DBK GY Equity,17.083412
2025-09-01,DBK GY Equity,17.18695
2025-09-02,DBK GY Equity,17.358611
2025-09-03,DBK GY Equity,17.643227
2025-09-04,DBK GY Equity,17.258584
2025-09-05,DBK GY Equity,17.665222
2025-09-08,DBK GY Equity,17.547809
2025-09-09,DBK GY Equity,17.352021
2025-09-10,DBK GY Equity,17.377365
2025-09-11,DBK GY Equity,17.278571
2025-09-12,DBK GY Equity,16.978858
2025-09-15,DBK GY Equity,16.658934
2025-09-16,DBK GY Equity,16.404475
2025-09-17,DBK GY Equity,16.768759
2025-09-18,DBK GY Equity,17.238987
2025-09-19,DBK GY Equity,17.506033
2025-09-22,DBK GY Equity,17.861883
2025-09-23,DBK GY Equity,17.748864
2025-09-24,DBK GY Equity,17.696454
2025-09-25,DBK GY Equity,17.654494
2025-09-26,DBK GY Equity,17.472201
2025-09-29,DBK GY Equity,17.303748
2025-09-30,DBK GY Equity,17.298692
2025-10-01,DBK GY Equity,17.262847
2025-10-02,DBK GY Equity,17.065475
2025-10-03,DBK GY Equity,17.247192
2025-10-06,DBK GY Equity,17.24097
2025-10-07,DBK GY Equity,17.461064
2025-10-08,DBK GY Equity,17.552612
2025-10-09,DBK GY Equity,17.390634
2025-10-10,DBK GY Equity,17.47436
2025-10-13,DBK GY Equity,17.439418
2025-10-14,DBK GY Equity,17.34383
2025-10-15,DBK GY Equity,17.417848
2025-10-16,DBK GY Equity,17.701732
2025-10-17,DBK GY Equity,17.75412
2025-10-20,DBK GY Equity,17.932866
2025-10-21,DBK GY Equity,17.54836
2025-10-22,DBK GY Equity,17.376768
2025-10-23,DBK GY Equity,17.259604
2025-10-24,DBK GY Equity,17.358692
2025-10-27,DBK GY Equity,17.128077
2025-10-28,DBK GY Equity,16.82485
2025-10-29,DBK GY Equity,17.046354
2025-10-30,DBK GY Equity,17.078009
2025-10-31,DBK GY Equity,16.754726
2025-11-03,DBK GY Equity,17.051322
2025-11-04,DBK GY Equity,17.26588
2025-11-05,DBK GY Equity,17.000331
2025-11-06,DBK GY Equity,17.19859
2025-11-07,DBK GY Equity,16.942628
2025-11-10,DBK GY Equity,17.093937
2025-11-11,DBK GY Equity,17.083637
2025-11-12,DBK GY Equity,16.919557
2025-11-13,DBK GY Equity,16.84402
2025-11-14,DBK GY Equity,16.557337
2025-11-17,DBK GY Equity,16.536728
2025-11-18,DBK GY Equity,16.480244
2025-11-19,DBK GY Equity,16.436502
2025-11-20,DBK GY Equity,16.336731
2025-11-21,DBK GY Equity,15.427617
2025-11-24,DBK GY Equity,15.45265
2025-11-25,DBK GY Equity,15.056383
2025-11-26,DBK GY Equity,15.277047
2025-11-27,DBK GY Equity,15.382973
2025-11-28,DBK GY Equity,15.518422
2025-12-01,DBK GY Equity,15.409388
2025-12-02,DBK GY Equity,15.387865
2025-12-03,DBK GY Equity,15.239726
2025-12-04,DBK GY Equity,15.08479
2025-12-05,DBK GY Equity,14.987792
2025-12-08,DBK GY Equity,14.770438
2025-12-09,DBK GY Equity,15.055511
2025-12-10,DBK GY Equity,15.047193
2025-12-11,DBK GY Equity,15.333181
2025-12-12,DBK GY Equity,15.264243
2025-12-15,DBK GY Equity,15.096018
2025-12-16,DBK GY Equity,15.006375
2025-12-17,DBK GY Equity,14.970856
2025-12-18,DBK GY Equity,14.923922
2025-12-19,DBK GY Equity,14.939223
2025-12-22,DBK GY Equity,14.870768
2025-12-23,DBK GY Equity,14.708817
2025-12-24,DBK GY Equity,14.984117
2025-12-25,DBK GY Equity,14.881535
2025-12-26,DBK GY Equity,14.929296
2025-12-29,DBK GY Equity,15.258535
2025-12-30,DBK GY Equity,15.492148
2025-12-31,DBK GY Equity,15.608823
