date,ticker,close
2025-01-02,SAN SQ Equity,73.475706
2025-01-03,SAN SQ Equity,72.998262
2025-01-06,SAN SQ Equity,72.907433
2025-01-07,SAN SQ Equity,71.729748
2025-01-08,SAN SQ Equity,72.02958
2025-01-09,SAN SQ Equity,71.658705
2025-01-10,SAN SQ Equity,71.85059
2025-01-13,SAN SQ Equity,72.235202
2025-01-14,SAN SQ Equity,71.355746
2025-01-15,SAN SQ Equity,70.34479
2025-01-16,SAN SQ Equity,70.313255
2025-01-17,SAN SQ Equity,69.876859
2025-01-20,SAN SQ Equity,70.247464
2025-01-21,SAN SQ Equity,70.060902
2025-01-22,SAN SQ Equity,68.890261
2025-01-23,SAN SQ Equity,69.235514
2025-01-24,SAN SQ Equity,67.741936
2025-01-27,SAN SQ Equity,66.919855
2025-01-28,SAN SQ Equity,66.124956
2025-01-29,SAN SQ Equity,64.118135
2025-01-30,SAN SQ Equity,63.656635
2025-01-31,SAN SQ Equity,63.637028
2025-02-03,SAN SQ Equity,63.134121
2025-02-04,SAN SQ Equity,62.888902
2025-02-05,SAN SQ Equity,62.741991
2025-02-06,SAN SQ Equity,61.987967
2025-02-07,SAN SQ Equity,61.078145
2025-02-10,SAN SQ Equity,60.631134
2025-02-11,SAN SQ Equity,60.655968
2025-02-12,SAN SQ Equity,59.800114
2025-02-13,SAN SQ Equity,59.436394
2025-02-14,SAN SQ Equity,59.515526
2025-02-17,SAN SQ Equity,59.214924
2025-02-18,SAN SQ Equity,58.749012
2025-02-19,SAN SQ Equity,59.482455
2025-02-20,SAN SQ Equity,58.102703
2025-02-21,SAN SQ Equity,58.437245
2025-02-24,SAN SQ Equity,58.840789
2025-02-25,SAN SQ Equity,58.876499
2025-02-26,SAN SQ Equity,59.128682
2025-02-27,SAN SQ Equity,58.80058
2025-02-28,SAN SQ Equity,58.678201
2025-03-03,SAN SQ Equity,58.797515
2025-03-04,SAN SQ Equity,59.093965
2025-03-05,SAN SQ Equity,59.582536
2025-03-06,SAN SQ Equity,58.199504
2025-03-07,SAN SQ Equity,58.850494
2025-03-10,SAN SQ Equity,59.727625
2025-03-11,SAN SQ Equity,60.261559
2025-03-12,SAN SQ Equity,60.9296
2025-03-13,SAN SQ Equity,60.016866
2025-03-14,SAN SQ Equity,60.427785
2025-03-17,SAN SQ Equity,60.324467
2025-03-18,SAN SQ Equity,58.669028
2025-03-19,SAN SQ Equity,58.877427
2025-03-20,SAN SQ Equity,58.030735
2025-03-21,SAN SQ Equity,57.026747
2025-03-24,SAN SQ Equity,56.762545
2025-03-25,SAN SQ Equity,57.97627
2025-03-26,SAN SQ Equity,57.600884
2025-03-27,SAN SQ Equity,57.802622
2025-03-28,SAN SQ Equity,58.945732
2025-03-31,SAN SQ Equity,60.226743
2025-04-01,SAN SQ Equity,59.809409
2025-04-02,SAN SQ Equity,59.445568
2025-04-03,SAN SQ Equity,58.519558
2025-04-04,SAN SQ Equity,58.284116
2025-04-07,SAN SQ Equity,58.839219
2025-04-08,SAN SQ Equity,58.794482
2025-04-09,SAN SQ Equity,58.791336
2025-04-10,SAN SQ Equity,59.667589
2025-04-11,SAN SQ Equity,58.568126
2025-04-14,SAN SQ Equity,58.345024
2025-04-15,SAN SQ Equity,58.860851
2025-04-16,SAN SQ Equity,59.549373
2025-04-17,SAN SQ Equity,60.448663
2025-04-18,SAN SQ Equity,60.737207
2025-04-21,SAN SQ Equity,60.357763
2025-04-22,SAN SQ Equity,60.629212
2025-04-23,SAN SQ Equity,60.436618
2025-04-24,SAN SQ Equity,59.166156
2025-04-25,SAN SQ Equity,59.539523
2025-04-28,SAN SQ Equity,59.731356
2025-04-29,SAN SQ Equity,59.914538
2025-04-30,SAN SQ Equity,58.622883
2025-05-01,SAN SQ Equity,57.988632
2025-05-02,SAN SQ Equity,57.579943
2025-05-05,SAN SQ Equity,56.967276
2025-05-06,SAN SQ Equity,55.812509
2025-05-07,SAN SQ Equity,55.708147
2025-05-08,SAN SQ Equity,56.260474
2025-05-09,SAN SQ Equity,56.670568
2025-05-12,SAN SQ Equity,56.199973
2025-05-13,SAN SQ Equity,56.45997
2025-05-14,SAN SQ Equity,56.994459
2025-05-15,SAN SQ Equity,55.312029
2025-05-16,SAN SQ Equity,54.889252
2025-05-19,SAN SQ Equity,55.342169
2025-05-20,SAN SQ Equity,55.381442
2025-05-21,SAN SQ Equity,55.994457
2025-05-22,SAN SQ Equity,56.720647
2025-05-23,SAN SQ Equity,56.818838
2025-05-26,SAN SQ Equity,57.112681
2025-05-27,SAN SQ Equity,58.269538
2025-05-28,SAN SQ Equity,57.573439
2025-05-29,SAN SQ Equity,57.41106
2025-05-30,SAN SQ Equity,57.979906
2025-06-02,SAN SQ Equity,59.411373
2025-06-03,SAN SQ Equity,59.312077
2025-06-04,SAN SQ Equity,59.274154
2025-06-05,SAN SQ Equity,59.60781
2025-06-06,SAN SQ Equity,60.618772
2025-06-09,SAN SQ Equity,60.290681
2025-06-10,SAN SQ Equity,61.303897
2025-06-11,SAN SQ Equity,60.656636
2025-06-12,SAN SQ Equity,60.381101
2025-06-13,SAN SQ Equity,60.332571
2025-06-16,SAN SQ Equity,60.619802
2025-06-17,SAN SQ Equity,61.592796
2025-06-18,SAN SQ Equity,60.545754
2025-06-19,SAN SQ Equity,59.905923
2025-06-20,SAN SQ Equity,59.917319
2025-06-23,SAN SQ Equity,59.428303
2025-06-24,SAN SQ Equity,57.749976
2025-06-25,SAN SQ Equity,58.245686
2025-06-26,SAN SQ Equity,58.765968
2025-06-27,SAN SQ Equity,58.610275
2025-06-30,SAN SQ Equity,58.484102
2025-07-01,SAN SQ Equity,58.773438
2025-07-02,SAN SQ Equity,58.810072
2025-07-03,SAN SQ Equity,59.338678
2025-07-04,SAN SQ Equity,58.891902
2025-07-07,SAN SQ Equity,58.252784
2025-07-08,SAN SQ Equity,57.898505
2025-07-09,SAN SQ Equity,57.803625
2025-07-10,SAN SQ Equity,58.660928
2025-07-11,SAN SQ Equity,58.84797
2025-07-14,SAN SQ Equity,58.196578
2025-07-15,SAN SQ Equity,58.103237
2025-07-16,SAN SQ Equity,57.556581
2025-07-17,SAN SQ Equity,58.508923
2025-07-18,SAN SQ Equity,57.952696
2025-07-21,SAN SQ Equity,57.618647
2025-07-22,SAN SQ Equity,58.320036
2025-07-23,SAN SQ Equity,59.755729
2025-07-24,SAN SQ Equity,60.77315
2025-07-25,SAN SQ Equity,61.121784
2025-07-28,SAN SQ Equity,61.300226
2025-07-29,SAN SQ Equity,62.758991
2025-07-30,SAN SQ Equity,62.549202
2025-07-31,SAN SQ Equity,61.7198
2025-08-01,SAN SQ Equity,61.760953
2025-08-04,SAN SQ Equity,62.03352
2025-08-05,SAN SQ Equity,61.404408
2025-08-06,SAN SQ Equity,60.087404
2025-08-07,SAN SQ Equity,58.914384
2025-08-08,SAN SQ Equity,59.177874
2025-08-11,SAN SQ Equity,58.419396
2025-08-12,SAN SQ Equity,58.87845
2025-08-13,SAN SQ Equity,58.81202
2025-08-14,SAN SQ Equity,58.979852
2025-08-15,SAN SQ Equity,58.737079
2025-08-18,SAN SQ Equity,59.460132
2025-08-19,SAN SQ Equity,58.502828
2025-08-20,SAN SQ Equity,58.122282
2025-08-21,SAN SQ Equity,57.318039
2025-08-22,SAN SQ Equity,57.657693
2025-08-25,SAN SQ Equity,57.778416
2025-08-26,SAN SQ Equity,57.238519
2025-08-27,SAN SQ Equity,56.995272
2025-08-28,SAN SQ Equity,56.650305
2025-08-29,SAN SQ Equity,57.223736
2025-09-01,SAN SQ Equity,55.955646
2025-09-02,SAN SQ Equity,55.216114
2025-09-03,SAN SQ Equity,54.630929
2025-09-04,SAN SQ Equity,55.929191
2025-09-05,SAN SQ Equity,56.930625
2025-09-08,SAN SQ Equity,56.782634
2025-09-09,SAN SQ Equity,57.260453
2025-09-10,SAN SQ Equity,58.690651
2025-09-11,SAN SQ Equity,58.373421
2025-09-12,SAN SQ Equity,57.927107
2025-09-15,SAN SQ Equity,59.010067
2025-09-16,SAN SQ Equity,59.252731
2025-09-17,SAN SQ Equity,59.794719
2025-09-18,SAN SQ Equity,59.395208
2025-09-19,SAN SQ Equity,61.149055
2025-09-22,SAN SQ Equity,62.606907
2025-09-23,SAN SQ Equity,63.102596
2025-09-24,SAN SQ Equity,63.505537
2025-09-25,SAN SQ Equity,61.581054
2025-09-26,SAN SQ Equity,62.37709
2025-09-29,SAN SQ Equity,62.516842
2025-09-30,SAN SQ Equity,62.736994
2025-10-01,SAN SQ Equity,63.413636
2025-10-02,SAN SQ Equity,63.395915
2025-10-03,SAN SQ Equity,62.43584
2025-10-06,SAN SQ Equity,62.927572
2025-10-07,SAN SQ Equity,62.244195
2025-10-08,SAN SQ Equity,62.327752
2025-10-09,SAN SQ Equity,61.57193
2025-10-10,SAN SQ Equity,61.502117
