date,ticker,window,realized_vol
2025-01-02,BNP FP Equity,60,
2025-01-03,BNP FP Equity,60,
2025-01-06,BNP FP Equity,60,
2025-01-07,BNP FP Equity,60,
2025-01-08,BNP FP Equity,60,
2025-01-09,BNP FP Equity,60,
2025-01-10,BNP FP Equity,60,
2025-01-13,BNP FP Equity,60,
2025-01-14,BNP FP Equity,60,
2025-01-15,BNP FP Equity,60,
2025-01-16,BNP FP Equity,60,
2025-01-17,BNP FP Equity,60,
2025-01-20,BNP FP Equity,60,
2025-01-21,BNP FP Equity,60,
2025-01-22,BNP FP Equity,60,
2025-01-23,BNP FP Equity,60,
2025-01-24,BNP FP Equity,60,
2025-01-27,BNP FP Equity,60,
2025-01-28,BNP FP Equity,60,
2025-01-29,BNP FP Equity,60,
2025-01-30,BNP FP Equity,60,
2025-01-31,BNP FP Equity,60,
2025-02-03,BNP FP Equity,60,
2025-02-04,BNP FP Equity,60,
2025-02-05,BNP FP Equity,60,
2025-02-06,BNP FP Equity,60,
2025-02-07,BNP FP Equity,60,
2025-02-10,BNP FP Equity,60,
2025-02-11,BNP FP Equity,60,
2025-02-12,BNP FP Equity,60,
2025-02-13,BNP FP Equity,60,
2025-02-14,BNP FP Equity,60,
2025-02-17,BNP FP Equity,60,
2025-02-18,BNP FP Equity,60,
2025-02-19,BNP FP Equity,60,
2025-02-20,BNP FP Equity,60,
2025-02-21,BNP FP Equity,60,
2025-02-24,BNP FP Equity,60,
2025-02-25,BNP FP Equity,60,
2025-02-26,BNP FP Equity,60,
2025-02-27,BNP FP Equity,60,
2025-02-28,BNP FP Equity,60,
2025-03-03,BNP FP Equity,60,
2025-03-04,BNP FP Equity,60,
2025-03-05,BNP FP Equity,60,
2025-03-06,BNP FP Equity,60,
2025-03-07,BNP FP Equity,60,
2025-03-10,BNP FP Equity,60,
2025-03-11,BNP FP Equity,60,
2025-03-12,BNP FP Equity,60,
2025-03-13,BNP FP Equity,60,
2025-03-14,BNP FP Equity,60,
2025-03-17,BNP FP Equity,60,
2025-03-18,BNP FP Equity,60,
2025-03-19,BNP FP Equity,60,
2025-03-20,BNP FP Equity,60,
2025-03-21,BNP FP Equity,60,
2025-03-24,BNP FP Equity,60,
2025-03-25,BNP FP Equity,60,
2025-03-26,BNP FP Equity,60,0.237616
2025-03-27,BNP FP Equity,60,0.236458
2025-03-28,BNP FP Equity,60,0.245762
2025-03-31,BNP FP Equity,60,0.24269
2025-04-01,BNP FP Equity,60,0.235933
2025-04-02,BNP FP Equity,60,0.23584
2025-04-03,BNP FP Equity,60,0.235456
2025-04-04,BNP FP Equity,60,0.23545
2025-04-07,BNP FP Equity,60,0.235451
2025-04-08,BNP FP Equity,60,0.235444
2025-04-09,BNP FP Equity,60,0.232278
2025-04-10,BNP FP Equity,60,0.232067
2025-04-11,BNP FP Equity,60,0.226709
2025-04-14,BNP FP Equity,60,0.223136
2025-04-15,BNP FP Equity,60,0.221931
2025-04-16,BNP FP Equity,60,0.221282
2025-04-17,BNP FP Equity,60,0.224208
2025-04-18,BNP FP Equity,60,0.223837
2025-04-21,BNP FP Equity,60,0.222387
2025-04-22,BNP FP Equity,60,0.220334
2025-04-23,BNP FP Equity,60,0.221042
2025-04-24,BNP FP Equity,60,0.220927
2025-04-25,BNP FP Equity,60,0.220728
