date,ticker,window,realized_vol
2025-01-02,SAN SQ Equity,120,
2025-01-03,SAN SQ Equity,120,
2025-01-06,SAN SQ Equity,120,
2025-01-07,SAN SQ Equity,120,
2025-01-08,SAN SQ Equity,120,
2025-01-09,SAN SQ Equity,120,
2025-01-10,SAN SQ Equity,120,
2025-01-13,SAN SQ Equity,120,
2025-01-14,SAN SQ Equity,120,
2025-01-15,SAN SQ Equity,120,
2025-01-16,SAN SQ Equity,120,
2025-01-17,SAN SQ Equity,120,
2025-01-20,SAN SQ Equity,120,
2025-01-21,SAN SQ Equity,120,
2025-01-22,SAN SQ Equity,120,
2025-01-23,SAN SQ Equity,120,
2025-01-24,SAN SQ Equity,120,
2025-01-27,SAN SQ Equity,120,
2025-01-28,SAN SQ Equity,120,
2025-01-29,SAN SQ Equity,120,
2025-01-30,SAN SQ Equity,120,
2025-01-31,SAN SQ Equity,120,
2025-02-03,SAN SQ Equity,120,
2025-02-04,SAN SQ Equity,120,
2025-02-05,SAN SQ Equity,120,
2025-02-06,SAN SQ Equity,120,
2025-02-07,SAN SQ Equity,120,
2025-02-10,SAN SQ Equity,120,
2025-02-11,SAN SQ Equity,120,
2025-02-12,SAN SQ Equity,120,
2025-02-13,SAN SQ Equity,120,
2025-02-14,SAN SQ Equity,120,
2025-02-17,SAN SQ Equity,120,
2025-02-18,SAN SQ Equity,120,
2025-02-19,SAN SQ Equity,120,
2025-02-20,SAN SQ Equity,120,
2025-02-21,SAN SQ Equity,120,
2025-02-24,SAN SQ Equity,120,
2025-02-25,SAN SQ Equity,120,
2025-02-26,SAN SQ Equity,120,
2025-02-27,SAN SQ Equity,120,
2025-02-28,SAN SQ Equity,120,
2025-03-03,SAN SQ Equity,120,
2025-03-04,SAN SQ Equity,120,
2025-03-05,SAN SQ Equity,120,
2025-03-06,SAN SQ Equity,120,
2025-03-07,SAN SQ Equity,120,
2025-03-10,SAN SQ Equity,120,
2025-03-11,SAN SQ Equity,120,
2025-03-12,SAN SQ Equity,120,
2025-03-13,SAN SQ Equity,120,
2025-03-14,SAN SQ Equity,120,
2025-03-17,SAN SQ Equity,120,
2025-03-18,SAN SQ Equity,120,
2025-03-19,SAN SQ Equity,120,
2025-03-20,SAN SQ Equity,120,
2025-03-21,SAN SQ Equity,120,
2025-03-24,SAN SQ Equity,120,
2025-03-25,SAN SQ Equity,120,
2025-03-26,SAN SQ Equity,120,
2025-03-27,SAN SQ Equity,120,
2025-03-28,SAN SQ Equity,120,
2025-03-31,SAN SQ Equity,120,
2025-04-01,SAN SQ Equity,120,
2025-04-02,SAN SQ Equity,120,
2025-04-03,SAN SQ Equity,120,
2025-04-04,SAN SQ Equity,120,
2025-04-07,SAN SQ Equity,120,
2025-04-08,SAN SQ Equity,120,
2025-04-09,SAN SQ Equity,120,
2025-04-10,SAN SQ Equity,120,
2025-04-11,SAN SQ Equity,120,
2025-04-14,SAN SQ Equity,120,
