date,ticker,window,realized_vol
2025-01-02,UCG IM Equity,120,
2025-01-03,UCG IM Equity,120,
2025-01-06,UCG IM Equity,120,
2025-01-07,UCG IM Equity,120,
2025-01-08,UCG IM Equity,120,
2025-01-09,UCG IM Equity,120,
2025-01-10,UCG IM Equity,120,
2025-01-13,UCG IM Equity,120,
2025-01-14,UCG IM Equity,120,
2025-01-15,UCG IM Equity,120,
2025-01-16,UCG IM Equity,120,
2025-01-17,UCG IM Equity,120,
2025-01-20,UCG IM Equity,120,
2025-01-21,UCG IM Equity,120,
2025-01-22,UCG IM Equity,120,
2025-01-23,UCG IM Equity,120,
2025-01-24,UCG IM Equity,120,
2025-01-27,UCG IM Equity,120,
2025-01-28,UCG IM Equity,120,
2025-01-29,UCG IM Equity,120,
2025-01-30,UCG IM Equity,120,
2025-01-31,UCG IM Equity,120,
2025-02-03,UCG IM Equity,120,
2025-02-04,UCG IM Equity,120,
2025-02-05,UCG IM Equity,120,
2025-02-06,UCG IM Equity,120,
2025-02-07,UCG IM Equity,120,
2025-02-10,UCG IM Equity,120,
2025-02-11,UCG IM Equity,120,
2025-02-12,UCG IM Equity,120,
2025-02-13,UCG IM Equity,120,
2025-02-14,UCG IM Equity,120,
2025-02-17,UCG IM Equity,120,
2025-02-18,UCG IM Equity,120,
2025-02-19,UCG IM Equity,120,
2025-02-20,UCG IM Equity,120,
2025-02-21,UCG IM Equity,120,
2025-02-24,UCG IM Equity,120,
2025-02-25,UCG IM Equity,120,
2025-02-26,UCG IM Equity,120,
2025-02-27,UCG IM Equity,120,
2025-02-28,UCG IM Equity,120,
2025-03-03,UCG IM Equity,120,
2025-03-04,UCG IM Equity,120,
2025-03-05,UCG IM Equity,120,
2025-03-06,UCG IM Equity,120,
2025-03-07,UCG IM Equity,120,
2025-03-10,UCG IM Equity,120,
2025-03-11,UCG IM Equity,120,
2025-03-12,UCG IM Equity,120,
2025-03-13,UCG IM Equity,120,
2025-03-14,UCG IM Equity,120,
2025-03-17,UCG IM Equity,120,
2025-03-18,UCG IM Equity,120,
2025-03-19,UCG IM Equity,120,
2025-03-20,UCG IM Equity,120,
2025-03-21,UCG IM Equity,120,
2025-03-24,UCG IM Equity,120,
2025-03-25,UCG IM Equity,120,
2025-03-26,UCG IM Equity,120,
2025-03-27,UCG IM Equity,120,
2025-03-28,UCG IM Equity,120,
2025-03-31,UCG IM Equity,120,
2025-04-01,UCG IM Equity,120,
2025-04-02,UCG IM Equity,120,
2025-04-03,UCG IM Equity,120,
2025-04-04,UCG IM Equity,120,
2025-04-07,UCG IM Equity,120,
2025-04-08,UCG IM Equity,120,
2025-04-09,UCG IM Equity,120,
2025-04-10,UCG IM Equity,120,
2025-04-11,UCG IM Equity,120,
2025-04-14,UCG IM Equity,120,
2025-04-15,UCG IM Equity,120,
2025-04-16,UCG IM Equity,120,
2025-04-17,UCG IM Equity,120,
2025-04-18,UCG IM Equity,120,
2025-04-21,UCG IM Equity,120,
2025-04-22,UCG IM Equity,120,
2025-04-23,UCG IM Equity,120,
2025-04-24,UCG IM Equity,120,
2025-04-25,UCG IM Equity,120,
2025-04-28,UCG IM Equity,120,
2025-04-29,UCG IM Equity,120,
2025-04-30,UCG IM Equity,120,
2025-05-01,UCG IM Equity,120,
2025-05-02,UCG IM Equity,120,
2025-05-05,UCG IM Equity,120,
2025-05-06,UCG IM Equity,120,
2025-05-07,UCG IM Equity,120,
2025-05-08,UCG IM Equity,120,
2025-05-09,UCG IM Equity,120,
2025-05-12,UCG IM Equity,120,
2025-05-13,UCG IM Equity,120,
2025-05-14,UCG IM Equity,120,
2025-05-15,UCG IM Equity,120,
2025-05-16,UCG IM Equity,120,
2025-05-19,UCG IM Equity,120,
2025-05-20,UCG IM Equity,120,
2025-05-21,UCG IM Equity,120,
2025-05-22,UCG IM Equity,120,
2025-05-23,UCG IM Equity,120,
2025-05-26,UCG IM Equity,120,
2025-05-27,UCG IM Equity,120,
2025-05-28,UCG IM Equity,120,
2025-05-29,UCG IM Equity,120,
2025-05-30,UCG IM Equity,120,
2025-06-02,UCG IM Equity,120,
2025-06-03,UCG IM Equity,120,
2025-06-04,UCG IM Equity,120,
2025-06-05,UCG IM Equity,120,
2025-06-06,UCG IM Equity,120,
2025-06-09,UCG IM Equity,120,
2025-06-10,UCG IM Equity,120,
2025-06-11,UCG IM Equity,120,
2025-06-12,UCG IM Equity,120,
2025-06-13,UCG IM Equity,120,
2025-06-16,UCG IM Equity,120,
2025-06-17,UCG IM Equity,120,
2025-06-18,UCG IM Equity,120,0.255226
2025-06-19,UCG IM Equity,120,0.255319
2025-06-20,UCG IM Equity,120,0.257107
2025-06-23,UCG IM Equity,120,0.256711
2025-06-24,UCG IM Equity,120,0.258561
2025-06-25,UCG IM Equity,120,0.258577
2025-06-26,UCG IM Equity,120,0.258608
2025-06-27,UCG IM Equity,120,0.258132
2025-06-30,UCG IM Equity,120,0.260092
2025-07-01,UCG IM Equity,120,0.260709
2025-07-02,UCG IM Equity,120,0.260522
2025-07-03,UCG IM Equity,120,0.260805
2025-07-04,UCG IM Equity,120,0.261098
2025-07-07,UCG IM Equity,120,0.26369
2025-07-08,UCG IM Equity,120,0.267104
2025-07-09,UCG IM Equity,120,0.267413
2025-07-10,UCG IM Equity,120,0.266555
2025-07-11,UCG IM Equity,120,0.267658
2025-07-14,UCG IM Equity,120,0.267708
2025-07-15,UCG IM Equity,120,0.266922
2025-07-16,UCG IM Equity,120,0.26733
2025-07-17,UCG IM Equity,120,0.267127
2025-07-18,UCG IM Equity,120,0.268126
2025-07-21,UCG IM Equity,120,0.268265
2025-07-22,UCG IM Equity,120,0.266538
2025-07-23,UCG IM Equity,120,0.267152
2025-07-24,UCG IM Equity,120,0.27085
2025-07-25,UCG IM Equity,120,0.271301
2025-07-28,UCG IM Equity,120,0.270569
2025-07-29,UCG IM Equity,120,0.269144
2025-07-30,UCG IM Equity,120,0.267087
2025-07-31,UCG IM Equity,120,0.267106
2025-08-01,UCG IM Equity,120,0.266983
2025-08-04,UCG IM Equity,120,0.263774
2025-08-05,UCG IM Equity,120,0.264603
2025-08-06,UCG IM Equity,120,0.269156
2025-08-07,UCG IM Equity,120,0.269253
2025-08-08,UCG IM Equity,120,0.269891
2025-08-11,UCG IM Equity,120,0.269279
2025-08-12,UCG IM Equity,120,0.263899
2025-08-13,UCG IM Equity,120,0.265716
2025-08-14,UCG IM Equity,120,0.266616
2025-08-15,UCG IM Equity,120,0.266165
2025-08-18,UCG IM Equity,120,0.26437
2025-08-19,UCG IM Equity,120,0.265055
2025-08-20,UCG IM Equity,120,0.262584
2025-08-21,UCG IM Equity,120,0.261106
2025-08-22,UCG IM Equity,120,0.262101
2025-08-25,UCG IM Equity,120,0.259848
2025-08-26,UCG IM Equity,120,0.261672
2025-08-27,UCG IM Equity,120,0.260708
2025-08-28,UCG IM Equity,120,0.261442
2025-08-29,UCG IM Equity,120,0.26381
2025-09-01,UCG IM Equity,120,0.265235
2025-09-02,UCG IM Equity,120,0.262796
2025-09-03,UCG IM Equity,120,0.265071
2025-09-04,UCG IM Equity,120,0.264483
2025-09-05,UCG IM Equity,120,0.26443
2025-09-08,UCG IM Equity,120,0.262758
2025-09-09,UCG IM Equity,120,0.262274
2025-09-10,UCG IM Equity,120,0.261797
2025-09-11,UCG IM Equity,120,0.260853
2025-09-12,UCG IM Equity,120,0.261899
2025-09-15,UCG IM Equity,120,0.256246
2025-09-16,UCG IM Equity,120,0.256702
2025-09-17,UCG IM Equity,120,0.257609
2025-09-18,UCG IM Equity,120,0.257287
2025-09-19,UCG IM Equity,120,0.257994
