date,ticker,window,realized_vol
2025-01-02,ACA FP Equity,120,
2025-01-03,ACA FP Equity,120,
2025-01-06,ACA FP Equity,120,
2025-01-07,ACA FP Equity,120,
2025-01-08,ACA FP Equity,120,
2025-01-09,ACA FP Equity,120,
2025-01-10,ACA FP Equity,120,
2025-01-13,ACA FP Equity,120,
2025-01-14,ACA FP Equity,120,
2025-01-15,ACA FP Equity,120,
2025-01-16,ACA FP Equity,120,
2025-01-17,ACA FP Equity,120,
2025-01-20,ACA FP Equity,120,
2025-01-21,ACA FP Equity,120,
2025-01-22,ACA FP Equity,120,
2025-01-23,ACA FP Equity,120,
2025-01-24,ACA FP Equity,120,
2025-01-27,ACA FP Equity,120,
2025-01-28,ACA FP Equity,120,
2025-01-29,ACA FP Equity,120,
2025-01-30,ACA FP Equity,120,
2025-01-31,ACA FP Equity,120,
2025-02-03,ACA FP Equity,120,
2025-02-04,ACA FP Equity,120,
2025-02-05,ACA FP Equity,120,
2025-02-06,ACA FP Equity,120,
2025-02-07,ACA FP Equity,120,
2025-02-10,ACA FP Equity,120,
2025-02-11,ACA FP Equity,120,
2025-02-12,ACA FP Equity,120,
2025-02-13,ACA FP Equity,120,
2025-02-14,ACA FP Equity,120,
2025-02-17,ACA FP Equity,120,
2025-02-18,ACA FP Equity,120,
2025-02-19,ACA FP Equity,120,
2025-02-20,ACA FP Equity,120,
2025-02-21,ACA FP Equity,120,
2025-02-24,ACA FP Equity,120,
2025-02-25,ACA FP Equity,120,
2025-02-26,ACA FP Equity,120,
2025-02-27,ACA FP Equity,120,
2025-02-28,ACA FP Equity,120,
2025-03-03,ACA FP Equity,120,
2025-03-04,ACA FP Equity,120,
2025-03-05,ACA FP Equity,120,
2025-03-06,ACA FP Equity,120,
2025-03-07,ACA FP Equity,120,
2025-03-10,ACA FP Equity,120,
2025-03-11,ACA FP Equity,120,
2025-03-12,ACA FP Equity,120,
2025-03-13,ACA FP Equity,120,
2025-03-14,ACA FP Equity,120,
2025-03-17,ACA FP Equity,120,
2025-03-18,ACA FP Equity,120,
2025-03-19,ACA FP Equity,120,
2025-03-20,ACA FP Equity,120,
2025-03-21,ACA FP Equity,120,
2025-03-24,ACA FP Equity,120,
2025-03-25,ACA FP Equity,120,
2025-03-26,ACA FP Equity,120,
2025-03-27,ACA FP Equity,120,
2025-03-28,ACA FP Equity,120,
2025-03-31,ACA FP Equity,120,
2025-04-01,ACA FP Equity,120,
2025-04-02,ACA FP Equity,120,
2025-04-03,ACA FP Equity,120,
2025-04-04,ACA FP Equity,120,
2025-04-07,ACA FP Equity,120,
2025-04-08,ACA FP Equity,120,
2025-04-09,ACA FP Equity,120,
2025-04-10,ACA FP Equity,120,
2025-04-11,ACA FP Equity,120,
2025-04-14,ACA FP Equity,120,
2025-04-15,ACA FP Equity,120,
2025-04-16,ACA FP Equity,120,
2025-04-17,ACA FP Equity,120,
2025-04-18,ACA FP Equity,120,
2025-04-21,ACA FP Equity,120,
2025-04-22,ACA FP Equity,120,
2025-04-23,ACA FP Equity,120,
2025-04-24,ACA FP Equity,120,
2025-04-25,ACA FP Equity,120,
2025-04-28,ACA FP Equity,120,
2025-04-29,ACA FP Equity,120,
2025-04-30,ACA FP Equity,120,
2025-05-01,ACA FP Equity,120,
2025-05-02,ACA FP Equity,120,
2025-05-05,ACA FP Equity,120,
2025-05-06,ACA FP Equity,120,
2025-05-07,ACA FP Equity,120,
2025-05-08,ACA FP Equity,120,
2025-05-09,ACA FP Equity,120,
2025-05-12,ACA FP Equity,120,
2025-05-13,ACA FP Equity,120,
2025-05-14,ACA FP Equity,120,
2025-05-15,ACA FP Equity,120,
2025-05-16,ACA FP Equity,120,
2025-05-19,ACA FP Equity,120,
2025-05-20,ACA FP Equity,120,
2025-05-21,ACA FP Equity,120,
2025-05-22,ACA FP Equity,120,
2025-05-23,ACA FP Equity,120,
2025-05-26,ACA FP Equity,120,
2025-05-27,ACA FP Equity,120,
2025-05-28,ACA FP Equity,120,
2025-05-29,ACA FP Equity,120,
2025-05-30,ACA FP Equity,120,
2025-06-02,ACA FP Equity,120,
2025-06-03,ACA FP Equity,120,
2025-06-04,ACA FP Equity,120,
2025-06-05,ACA FP Equity,120,
2025-06-06,ACA FP Equity,120,
2025-06-09,ACA FP Equity,120,
2025-06-10,ACA FP Equity,120,
2025-06-11,ACA FP Equity,120,
2025-06-12,ACA FP Equity,120,
2025-06-13,ACA FP Equity,120,
2025-06-16,ACA FP Equity,120,
2025-06-17,ACA FP Equity,120,
2025-06-18,ACA FP Equity,120,0.20405
2025-06-19,ACA FP Equity,120,0.205707
2025-06-20,ACA FP Equity,120,0.205728
2025-06-23,ACA FP Equity,120,0.206832
2025-06-24,ACA FP Equity,120,0.20681
2025-06-25,ACA FP Equity,120,0.206991
2025-06-26,ACA FP Equity,120,0.20578
2025-06-27,ACA FP Equity,120,0.204714
2025-06-30,ACA FP Equity,120,0.20689
2025-07-01,ACA FP Equity,120,0.20691
2025-07-02,ACA FP Equity,120,0.207767
2025-07-03,ACA FP Equity,120,0.208273
2025-07-04,ACA FP Equity,120,0.203543
2025-07-07,ACA FP Equity,120,0.204278
2025-07-08,ACA FP Equity,120,0.206048
2025-07-09,ACA FP Equity,120,0.206037
2025-07-10,ACA FP Equity,120,0.204917
2025-07-11,ACA FP Equity,120,0.205367
2025-07-14,ACA FP Equity,120,0.205918
2025-07-15,ACA FP Equity,120,0.205671
2025-07-16,ACA FP Equity,120,0.206478
2025-07-17,ACA FP Equity,120,0.202342
2025-07-18,ACA FP Equity,120,0.201034
2025-07-21,ACA FP Equity,120,0.204003
2025-07-22,ACA FP Equity,120,0.205554
2025-07-23,ACA FP Equity,120,0.20518
2025-07-24,ACA FP Equity,120,0.204206
2025-07-25,ACA FP Equity,120,0.20507
2025-07-28,ACA FP Equity,120,0.206622
2025-07-29,ACA FP Equity,120,0.202083
2025-07-30,ACA FP Equity,120,0.202517
2025-07-31,ACA FP Equity,120,0.201992
2025-08-01,ACA FP Equity,120,0.203027
2025-08-04,ACA FP Equity,120,0.204754
2025-08-05,ACA FP Equity,120,0.204068
2025-08-06,ACA FP Equity,120,0.205764
2025-08-07,ACA FP Equity,120,0.205754
2025-08-08,ACA FP Equity,120,0.202625
2025-08-11,ACA FP Equity,120,0.203503
2025-08-12,ACA FP Equity,120,0.203776
2025-08-13,ACA FP Equity,120,0.204166
2025-08-14,ACA FP Equity,120,0.204504
2025-08-15,ACA FP Equity,120,0.205146
2025-08-18,ACA FP Equity,120,0.205992
2025-08-19,ACA FP Equity,120,0.205927
2025-08-20,ACA FP Equity,120,0.210136
2025-08-21,ACA FP Equity,120,0.209951
2025-08-22,ACA FP Equity,120,0.209533
2025-08-25,ACA FP Equity,120,0.209684
2025-08-26,ACA FP Equity,120,0.20817
2025-08-27,ACA FP Equity,120,0.212577
2025-08-28,ACA FP Equity,120,0.212939
2025-08-29,ACA FP Equity,120,0.212144
2025-09-01,ACA FP Equity,120,0.212772
2025-09-02,ACA FP Equity,120,0.215375
2025-09-03,ACA FP Equity,120,0.215442
2025-09-04,ACA FP Equity,120,0.213456
2025-09-05,ACA FP Equity,120,0.211135
2025-09-08,ACA FP Equity,120,0.211575
2025-09-09,ACA FP Equity,120,0.211596
2025-09-10,ACA FP Equity,120,0.216005
2025-09-11,ACA FP Equity,120,0.216228
2025-09-12,ACA FP Equity,120,0.216205
2025-09-15,ACA FP Equity,120,0.215834
2025-09-16,ACA FP Equity,120,0.215498
2025-09-17,ACA FP Equity,120,0.217394
2025-09-18,ACA FP Equity,120,0.2202
2025-09-19,ACA FP Equity,120,0.220145
2025-09-22,ACA FP Equity,120,0.221365
2025-09-23,ACA FP Equity,120,0.221314
2025-09-24,ACA FP Equity,120,0.222336
2025-09-25,ACA FP Equity,120,0.222507
2025-09-26,ACA FP Equity,120,0.224716
2025-09-29,ACA FP Equity,120,0.223932
2025-09-30,ACA FP Equity,120,0.223794
2025-10-01,ACA FP Equity,120,0.223072
2025-10-02,ACA FP Equity,120,0.223664
2025-10-03,ACA FP Equity,120,0.225665
2025-10-06,ACA FP Equity,120,0.224643
2025-10-07,ACA FP Equity,120,0.22907
2025-10-08,ACA FP Equity,120,0.22855
2025-10-09,ACA FP Equity,120,0.228298
2025-10-10,ACA FP Equity,120,0.228971
2025-10-13,ACA FP Equity,120,0.232229
2025-10-14,ACA FP Equity,120,0.228626
2025-10-15,ACA FP Equity,120,0.228604
2025-10-16,ACA FP Equity,120,0.228602
2025-10-17,ACA FP Equity,120,0.229313
2025-10-20,ACA FP Equity,120,0.230183
2025-10-21,ACA FP Equity,120,0.229019
2025-10-22,ACA FP Equity,120,0.229421
2025-10-23,ACA FP Equity,120,0.225593
2025-10-24,ACA FP Equity,120,0.225781
2025-10-27,ACA FP Equity,120,0.224232
2025-10-28,ACA FP Equity,120,0.225262
2025-10-29,ACA FP Equity,120,0.225012
2025-10-30,ACA FP Equity,120,0.224132
2025-10-31,ACA FP Equity,120,0.225131
2025-11-03,ACA FP Equity,120,0.225575
2025-11-04,ACA FP Equity,120,0.227278
2025-11-05,ACA FP Equity,120,0.220949
2025-11-06,ACA FP Equity,120,0.221024
2025-11-07,ACA FP Equity,120,0.220949
2025-11-10,ACA FP Equity,120,0.221261
2025-11-11,ACA FP Equity,120,0.220925
2025-11-12,ACA FP Equity,120,0.221106
2025-11-13,ACA FP Equity,120,0.222116
2025-11-14,ACA FP Equity,120,0.222507
2025-11-17,ACA FP Equity,120,0.226722
2025-11-18,ACA FP Equity,120,0.227009
2025-11-19,ACA FP Equity,120,0.227501
2025-11-20,ACA FP Equity,120,0.227501
2025-11-21,ACA FP Equity,120,0.229509
2025-11-24,ACA FP Equity,120,0.229691
2025-11-25,ACA FP Equity,120,0.230366
2025-11-26,ACA FP Equity,120,0.228961
2025-11-27,ACA FP Equity,120,0.228026
2025-11-28,ACA FP Equity,120,0.227819
2025-12-01,ACA FP Equity,120,0.228014
2025-12-02,ACA FP Equity,120,0.228695
2025-12-03,ACA FP Equity,120,0.229436
2025-12-04,ACA FP Equity,120,0.228616
2025-12-05,ACA FP Equity,120,0.22585
2025-12-08,ACA FP Equity,120,0.226559
2025-12-09,ACA FP Equity,120,0.229782
2025-12-10,ACA FP Equity,120,0.230049
2025-12-11,ACA FP Equity,120,0.230563
2025-12-12,ACA FP Equity,120,0.230522
2025-12-15,ACA FP Equity,120,0.228365
2025-12-16,ACA FP Equity,120,0.228637
2025-12-17,ACA FP Equity,120,0.227939
2025-12-18,ACA FP Equity,120,0.229851
2025-12-19,ACA FP Equity,120,0.23084
2025-12-22,ACA FP Equity,120,0.22991
2025-12-23,ACA FP Equity,120,0.226912
2025-12-24,ACA FP Equity,120,0.228982
2025-12-25,ACA FP Equity,120,0.22874
2025-12-26,ACA FP Equity,120,0.228813
2025-12-29,ACA FP Equity,120,0.23327
2025-12-30,ACA FP Equity,120,0.232385
2025-12-31,ACA FP Equity,120,0.231837
