date,ticker,window,realized_vol
2025-01-02,DBK GY Equity,120,
2025-01-03,DBK GY Equity,120,
2025-01-06,DBK GY Equity,120,
2025-01-07,DBK GY Equity,120,
2025-01-08,DBK GY Equity,120,
2025-01-09,DBK GY Equity,120,
2025-01-10,DBK GY Equity,120,
2025-01-13,DBK GY Equity,120,
2025-01-14,DBK GY Equity,120,
2025-01-15,DBK GY Equity,120,
2025-01-16,DBK GY Equity,120,
2025-01-17,DBK GY Equity,120,
2025-01-20,DBK GY Equity,120,
2025-01-21,DBK GY Equity,120,
2025-01-22,DBK GY Equity,120,
2025-01-23,DBK GY Equity,120,
2025-01-24,DBK GY Equity,120,
2025-01-27,DBK GY Equity,120,
2025-01-28,DBK GY Equity,120,
2025-01-29,DBK GY Equity,120,
2025-01-30,DBK GY Equity,120,
2025-01-31,DBK GY Equity,120,
2025-02-03,DBK GY Equity,120,
2025-02-04,DBK GY Equity,120,
2025-02-05,DBK GY Equity,120,
2025-02-06,DBK GY Equity,120,
2025-02-07,DBK GY Equity,120,
2025-02-10,DBK GY Equity,120,
2025-02-11,DBK GY Equity,120,
2025-02-12,DBK GY Equity,120,
2025-02-13,DBK GY Equity,120,
2025-02-14,DBK GY Equity,120,
2025-02-17,DBK GY Equity,120,
2025-02-18,DBK GY Equity,120,
2025-02-19,DBK GY Equity,120,
2025-02-20,DBK GY Equity,120,
2025-02-21,DBK GY Equity,120,
2025-02-24,DBK GY Equity,120,
2025-02-25,DBK GY Equity,120,
2025-02-26,DBK GY Equity,120,
2025-02-27,DBK GY Equity,120,
2025-02-28,DBK GY Equity,120,
2025-03-03,DBK GY Equity,120,
2025-03-04,DBK GY Equity,120,
2025-03-05,DBK GY Equity,120,
2025-03-06,DBK GY Equity,120,
2025-03-07,DBK GY Equity,120,
2025-03-10,DBK GY Equity,120,
2025-03-11,DBK GY Equity,120,
2025-03-12,DBK GY Equity,120,
2025-03-13,DBK GY Equity,120,
2025-03-14,DBK GY Equity,120,
2025-03-17,DBK GY Equity,120,
2025-03-18,DBK GY Equity,120,
2025-03-19,DBK GY Equity,120,
2025-03-20,DBK GY Equity,120,
2025-03-21,DBK GY Equity,120,
2025-03-24,DBK GY Equity,120,
2025-03-25,DBK GY Equity,120,
2025-03-26,DBK GY Equity,120,
2025-03-27,DBK GY Equity,120,
2025-03-28,DBK GY Equity,120,
2025-03-31,DBK GY Equity,120,
2025-04-01,DBK GY Equity,120,
2025-04-02,DBK GY Equity,120,
2025-04-03,DBK GY Equity,120,
2025-04-04,DBK GY Equity,120,
2025-04-07,DBK GY Equity,120,
2025-04-08,DBK GY Equity,120,
2025-04-09,DBK GY Equity,120,
2025-04-10,DBK GY Equity,120,
2025-04-11,DBK GY Equity,120,
2025-04-14,DBK GY Equity,120,
2025-04-15,DBK GY Equity,120,
2025-04-16,DBK GY Equity,120,
2025-04-17,DBK GY Equity,120,
2025-04-18,DBK GY Equity,120,
2025-04-21,DBK GY Equity,120,
2025-04-22,DBK GY Equity,120,
2025-04-23,DBK GY Equity,120,
2025-04-24,DBK GY Equity,120,
2025-04-25,DBK GY Equity,120,
2025-04-28,DBK GY Equity,120,
2025-04-29,DBK GY Equity,120,
2025-04-30,DBK GY Equity,120,
2025-05-01,DBK GY Equity,120,
2025-05-02,DBK GY Equity,120,
2025-05-05,DBK GY Equity,120,
2025-05-06,DBK GY Equity,120,
2025-05-07,DBK GY Equity,120,
2025-05-08,DBK GY Equity,120,
2025-05-09,DBK GY Equity,120,
2025-05-12,DBK GY Equity,120,
2025-05-13,DBK GY Equity,120,
2025-05-14,DBK GY Equity,120,
